ID,vdw,vdw_attr,vdw_rep,elec,elec_sr_attr,elec_lr_attr,elec_sr_rep,elec_lr_rep,hbp_ss,solv,sasa,acp,RMSD
1ML0,34,-64.12,818.11,658.8,-551.14,-2578.99,556.86,3449.44,-5.38,-79.53,-416.74,-7.55,17.63
1ML0,70,-88.21,5806.75,737.86,-1165.22,-2215.3,1152.34,2389.79,-7.5,-139.71,-400.94,-13.48,11.66
1ML0,52,-76.03,3043.38,755.98,-1076.32,-2612.64,1113.98,2301.95,-4.62,-121.35,-406.16,-1.3,10.13
1ML0,38,-55.03,3448.41,747.64,-634.82,-3223.73,587.22,2997.08,-2.26,-82.27,-394.41,7.72,10.83
1ML0,73,-108.18,4924.6,729.41,-1529.69,-3044.33,1545.26,3772.28,-8.03,-176.29,-376.9,11.66,18.27
1ML0,69,-52.7,4113.84,651.94,-631.97,-2424.11,571.64,3392.37,-3.43,-91.67,-395.21,-5.64,17.05
1ML0,26,-53.53,1098.39,552.97,-375.04,-1839.5,374.64,2735.15,-1.43,-64.47,-418.37,-11.47,22.63
1ML0,49,-52.58,2676.82,389.23,-746.49,-1837.33,727.29,2986.63,-5.73,-79.3,-419.88,-6.73,19.58
1ML0,10,-39.48,93.15,598.62,-329.76,-1703.77,350.79,2421.51,-3.18,-39.35,-425.5,-11.3,21.73
1ML0,24,-44.52,555.59,553.05,-649.3,-1664.07,624.59,2083.7,-3.31,-65.1,-400.2,3.48,21.26
1ML0,31,-43.57,1832.01,610.48,-284.41,-2024.28,290.9,3239.58,-2.41,-44.76,-423.83,-14.03,19.6
1ML0,58,-78.13,1810.38,489.97,-1107.67,-3139.92,1014.35,3085.77,-2.33,-112.54,-395.66,7.59,11.96
1ML0,31,-58.65,1944.13,319.07,-799.03,-2906.3,740.82,2100.56,-3.86,-90.15,-379.85,21.93,16.86
1ML0,68,-70.87,7271.34,636.02,-906.05,-1815.14,913.12,2199.04,-6.07,-116.97,-408.55,-3.38,13.08
1ML0,28,-35.92,783.28,406.67,-305.52,-1291.86,314.21,1977.9,-3.99,-43.87,-431.26,-9.9,22.35
1ML0,66,-59.93,4148.16,628.02,-763.38,-2036.58,763.39,2524.37,-4.72,-75.8,-435.52,-9.91,22.41
1ML0,43,-41.11,4086.96,366.81,-442.85,-1382.12,473.83,1992.9,-1.92,-60.01,-433.7,-12.23,25.37
1ML0,16,-49.68,335.17,386.17,-612.92,-2170.57,523.81,3399.36,-3.5,-67.5,-405.32,3.9,20.21
1ML0,16,-49.57,468.12,737.89,-469.33,-2651.44,450.38,3519.71,-3.31,-58.67,-414.05,1.18,15.42
1ML0,46,-57.96,2149.98,696.59,-639.76,-2029.54,625.4,2625.02,-3.37,-87.66,-403.27,-6.46,14.79
1ML0,50,-63.31,2474.53,690.9,-694.78,-2212.78,694.03,3359.19,-3.92,-85.14,-411.83,-11.06,20.5
1ML0,64,-56.79,4433.3,486.55,-536.15,-1697.27,553.03,2385.86,-2.36,-86.49,-430.37,-18.39,20.3
1ML0,46,-50.77,2031.33,341.7,-640.67,-2835.04,560.39,2479.94,-5.07,-78.91,-403.16,7.58,9.91
1ML0,49,-61.83,2943.21,582.64,-682.06,-2395.15,669.33,3874.74,-3.52,-93.76,-414.99,-5.59,19.94
1ML0,31,-32.71,1244.33,455.41,-341.12,-1336.31,341.25,2043.63,-1.66,-38.96,-438.28,-10.41,22.36
1ML0,107,-108.54,6840.36,498.04,-1707.8,-3213.56,1676.55,3503.35,-4.55,-176.86,-397.84,13.99,8.8
1ML0,53,-90.78,1785.62,835.26,-1140.91,-3220.06,1102.79,3190.94,-3.77,-122.61,-386.85,12.91,7.52
1ML0,39,-47.04,1725.55,449.43,-491.87,-1348.16,528.81,2034.43,-3.85,-56.24,-444.49,-16.77,22.22
1ML0,51,-46.79,2044.65,577.01,-420.01,-1840.39,427.7,2691,-1.28,-60.24,-423.98,-7.95,21.53
1ML0,26,-46.85,743.6,481.66,-600.58,-1269.31,579.48,1805.74,-2.21,-55.43,-422.71,-14.33,25.29
1ML0,17,-40.32,839.85,301.49,-724.1,-2942.4,616.65,2611.57,-3.35,-63.13,-398.7,13.53,8.93
1ML0,25,-39.83,333.81,534.22,-339.51,-1550.55,315.67,2104.72,-0.88,-42.96,-423.69,-11.84,24.21
1ML0,71,-79.46,4586.22,553.03,-860.39,-3120.98,830.68,2925.22,-5.91,-119.11,-395.43,-4.76,12.83
1ML0,102,-94.94,6486.5,801.52,-1362.2,-2975.61,1411.93,3198.49,-10.18,-166.21,-405.48,-7.83,13.26
1ML0,33,-43.63,1214.5,579.54,-460.88,-1689.36,404.03,2627.31,-4.62,-51.37,-417.38,-0.46,21.75
1ML0,20,-39,759.61,407.77,-284.84,-1976.67,286.22,3024.58,-2.34,-46.23,-418.18,-3.42,21.35
1ML0,20,-47.05,301.14,533.35,-498.42,-3166.2,518.65,2738.22,-2.23,-57.2,-405.41,5.72,10.15
1ML0,68,-80.16,5297.66,695.14,-1004.2,-3020.38,1004.71,3438.42,-4.58,-122.9,-402.54,6.32,7.1
1ML0,39,-69.23,2289.63,640.34,-665.97,-1887.72,638.43,2743.47,-3.44,-89.04,-408.76,-14.57,21.63
1ML0,35,-41.43,1865.44,585.82,-406.1,-1529.04,414.85,2098.32,-1.49,-57.32,-420.12,-2.99,25.47
1ML0,46,-36.54,2913.25,470.47,-230.75,-1623.29,245.71,2446.01,-1.77,-51.95,-442.39,-14.5,22.18
1ML0,49,-73.27,2387.61,708.85,-964.08,-3165.18,955.87,3016.84,-2.78,-113.94,-396.45,15.63,9.35
1ML0,49,-73.86,4772.47,729.8,-861.93,-3030.43,894.13,3133.87,-8.32,-115.03,-390.09,2.88,10.78
1ML0,50,-72.11,2197.88,474,-846.44,-2692.47,816.59,3290.17,-6.63,-103.86,-389.24,9.35,15.63
1ML0,66,-48.35,4726.74,423.25,-572.36,-1297.21,548.45,1985.48,-2.87,-88.83,-425.68,-6.44,23.33
1ML0,40,-46.36,2301.17,361.55,-696.46,-1476.52,672.03,2155.62,-4.77,-64.72,-423.86,-0.78,24.13
1ML0,29,-62.91,1776.74,391.54,-920.92,-3086.28,874.42,3010.68,-3.86,-85.07,-396.5,10.75,9.4
1ML0,67,-83.05,3166.75,726.82,-1367.16,-2938.01,1300.19,4565.73,-8.35,-133.32,-396.73,14.66,17.71
1ML0,67,-89.14,5886.14,650.15,-1224.98,-1783.57,1199.19,2662.74,-4.75,-138.32,-404.31,8.21,23.36
1ML0,37,-51.72,3090.76,504.03,-639.14,-1384.37,673.94,1825.74,-5.7,-83.23,-413.37,-5.07,22.11
1ML0,59,-65.3,2563.53,430.49,-855.98,-3016.75,785.13,2823.66,-4.18,-102.24,-387.43,5.48,15.65
1ML0,45,-62.05,2184.15,568.98,-855.95,-2402.62,805.84,2993.57,-4.92,-93.7,-387.84,0.5,20.93
1ML0,39,-44.61,2063.9,481.15,-307.17,-1433.77,311.22,1914.31,-0.98,-59.28,-433.35,-13.08,25.39
1ML0,45,-53.61,1454.85,525.31,-599.8,-1777.91,590.26,2351.37,-3.71,-75.92,-405.66,-5.9,17.22
1ML0,76,-77.58,5990.58,566.89,-1218.71,-2708.53,1123.54,4185.57,-8.79,-139.1,-387.52,10.65,19.14
1ML0,39,-44.85,1229.53,483.91,-538.65,-1290.39,565.4,1923.42,-3.12,-59.93,-434.03,-11.93,23.78
1ML0,59,-70.39,3608.94,528.1,-831.47,-2340.73,769.48,3695.53,-5.21,-106.25,-409.29,-3.12,19.45
1ML0,60,-53.85,3324.2,455.96,-586.04,-1382.7,596.95,2017.14,-2.16,-75.59,-433.9,-19.04,23.3
1ML0,53,-54.46,2979.45,550.66,-545.36,-1512.18,559.26,2126.54,-3.09,-79.09,-422.31,-8.65,24.6
1ML0,46,-58.8,2002.62,684.24,-526.92,-2596.61,544.25,2132.95,-2.43,-75.61,-398.06,-0.89,11.75
1ML0,52,-56.64,2146.93,648.11,-558.23,-1875.88,572.29,2796.64,0,-72.48,-425.26,-8.16,21.63
1ML0,110,-102.02,5976.87,740.5,-1079.27,-2325.94,1071.06,3610.7,-12.59,-144.03,-418.88,-11.6,18.73
1ML0,48,-56.94,1664.95,333.89,-410.78,-1797.43,408.1,2899.97,-2.62,-67.52,-424.77,-7.58,21.15
1ML0,75,-55.56,3628.15,497.86,-435.24,-1405.67,441.09,1948.79,-2.43,-81.42,-432.99,-18.26,25.6
1ML0,94,-66.24,8904.42,585.65,-699.71,-2168.85,687.94,3452.03,-2.39,-134.26,-426.92,-6.65,19.09
1ML0,46,-66.78,1864.73,542.06,-979.65,-1384.39,968.95,1863.25,-5.16,-105.85,-402.51,-3.17,27.96
1ML0,21,-40.25,1058.32,641.31,-597.87,-2128.69,608.81,2498.88,-1.76,-56.73,-405.61,0.69,14.49
1ML0,29,-70.1,2711.92,645.46,-908.53,-3173.43,915.87,2963.76,-5.02,-109.16,-397.1,9.09,10.89
1ML0,79,-86.6,5541.29,636.83,-1381.34,-2801.48,1396.16,3094.45,-6.09,-152.8,-412.33,-10.04,9.58
1ML0,87,-84.84,5353.44,568.82,-1524.96,-1823.04,1505.82,2963.64,-6.36,-154.76,-390.48,-0.59,24.73
1ML0,40,-65.27,1932.05,631.69,-812.75,-1817.71,798.97,2264.12,-2.12,-96.41,-409.15,-2.95,14.95
1ML0,42,-51.55,4304.49,599.26,-495.25,-1642.25,458.11,2381.91,-3.86,-65.58,-426.63,-10.03,21.92
1ML0,36,-38.48,3831.83,314.26,-553.42,-1349.26,559.57,1987.05,-0.57,-55.83,-432.88,-5.59,24.9
1ML0,62,-78.28,3487.18,422.05,-1021.77,-1567.35,1028.57,2238.5,-6.63,-115.8,-415.43,3.39,24.97
1ML0,21,-28.39,777.18,454.85,-172.6,-1458.3,185.2,1979.74,0,-25.76,-430.66,-9.05,23.63
1ML0,31,-56.04,1891.54,659.28,-735.56,-2156.46,727.62,2265.03,-4.67,-85.93,-405.71,0.85,11.75
1ML0,78,-77.14,7183.45,809.46,-1019.93,-2592.28,1054.39,2587.85,-3.93,-124.93,-400.62,-2.53,12.1
1ML0,16,-27.42,273.01,369.78,-206.65,-1372.89,185.65,1877.06,-0.52,-25.44,-435.24,-7.27,24.98
1ML0,58,-79.45,3777.3,695.41,-849.88,-1997.05,824.22,2409.09,-0.46,-119.95,-411.6,-20.01,12.27
1ML0,30,-37.77,1489.59,533.92,-322.07,-1661.57,321.47,2310.51,-0.8,-42.18,-427.66,-4.5,23.65
1ML0,77,-65.55,4438.77,584.97,-737.53,-2565.1,696.83,2722.3,-2.99,-105.96,-403.37,-11.64,6.68
1ML0,81,-90.08,7041.82,661.59,-1122.82,-1783.12,1122.35,2653.48,-5.85,-171.05,-403.67,9.52,23.05
1ML0,63,-76.88,3878.95,672.64,-1118,-2917.34,1110.44,3297.47,-2.98,-117.1,-413.92,-0.36,11.51
1ML0,135,-121.34,9548.88,646.79,-1690.55,-1802.4,1668.44,2398.79,-7.58,-241.66,-402.99,-6.9,22.99
1ML0,48,-72.62,1881.94,664.91,-852.98,-2549.63,880.71,3492.07,-4.45,-108.49,-386.22,1.25,21.39
1ML0,83,-77.49,6060.98,481.02,-1101.76,-2958.97,1077.27,3414.36,-3.2,-126.75,-406.45,13.57,6.58
1ML0,52,-59.31,2064.77,494.96,-745.09,-1871.03,722.51,2384.93,-5.76,-85.94,-416.53,-12.08,20.62
1ML0,70,-90.34,3327.73,525.8,-1426.52,-2516.89,1433.18,3743.59,-6.42,-150.12,-386.21,12.07,19.74
1ML0,35,-56.84,2530.23,595.48,-763.75,-2563.11,737.79,3984.72,-5.61,-90.34,-402.11,-0.12,19.43
1ML0,78,-82.28,5624.72,677.39,-1045.43,-1735.59,1020.47,2307.88,-8.85,-127.98,-408.92,-15.38,12.48
1ML0,29,-58.21,291.57,680.48,-614.54,-2678.85,565.45,2731.28,-1.09,-73.86,-400.1,4.3,9.9
1ML0,83,-85.27,4343.38,646.32,-1394.43,-2047.12,1357,2574,-6.43,-157.53,-397.68,-0.84,20.53
1ML0,48,-39.1,2792.54,470.6,-255.9,-1660.4,242.67,2617.66,-3.1,-44.56,-444.83,-16.64,21.3
1ML0,39,-71.45,1930.12,607.89,-946.68,-2847.3,919.26,2388.79,-5.11,-109.66,-392.24,1.82,11.68
1ML0,88,-82.21,5288.75,599.23,-934.78,-2671.48,875.71,3177.88,-5.13,-111.84,-413.24,-5.69,9.23
1ML0,67,-80.45,5603.67,774.58,-1108.95,-2043.2,1135.44,2839.03,-6.34,-135.84,-384.09,3.04,19.49
1ML0,47,-63.36,1637.74,319.15,-1028.62,-1550.39,1001.55,2216.43,-10.99,-97.69,-404.06,1.26,17.28
1ML0,57,-55.65,4103.27,447.79,-889.21,-1637.8,873.77,2416.25,-6.61,-91.45,-420.69,-2.55,20.39
1ML0,32,-44.06,774.78,330.56,-372.47,-1465.19,371.71,2200.23,-3.06,-56.03,-423.64,-2.19,23.62
1ML0,96,-77.71,4395.42,470.46,-1075.08,-2755.43,1054.53,3164.33,-6.47,-136.79,-395.53,7.08,15.54
1ML0,110,-82.36,7787.94,707.86,-926.76,-1822.24,900.71,2628.97,-7.19,-118.22,-422.77,-15.68,22.57
1ML0,26,-42.56,1075.26,723,-602.86,-2200.23,617.05,2731.09,-2.66,-60.54,-407.78,-1.3,15.59
1ML0,61,-69.37,4385.25,735.73,-546.1,-2530.8,559.38,4144.65,-2.48,-90.2,-424.07,-10.64,19.54
1ML0,18,-39.24,676.8,508.75,-453.05,-1935.89,435.66,2638.32,-4.27,-55.75,-406.11,-4.55,20.24
1ML0,42,-46.01,1418.33,530.41,-422.46,-1599.85,411.15,2170.88,-2.19,-54.38,-426.24,-5,25.01
1ML0,35,-59.2,1413.05,627.62,-864.85,-2920.4,816.32,2669.97,-3.45,-88.65,-394.98,13.91,10.18
1ML0,27,-42.78,1134.23,428.99,-538.39,-1272.41,544.67,1794.88,-4.4,-59.16,-430.76,-4.46,21.64
1ML0,104,-107.7,5823.32,603.39,-1355.2,-2425.14,1306.1,3813.2,-8.26,-157.04,-414.31,-13.13,19.47
1ML0,53,-65.28,2431.54,668.91,-649.63,-1826.73,624.13,2730.85,-5.82,-83.57,-410.6,3.85,21.85
1ML0,44,-58.78,1760.51,714.61,-660.57,-2069.14,675.81,2326.02,-6.15,-77.73,-407.04,-5.88,12.12
1ML0,65,-84.97,3075.39,773.29,-1025.79,-2515.84,993.96,3904.55,-7.71,-119.27,-408.46,-3.23,17.5
1ML0,33,-45.71,477.56,538.46,-295.98,-1590.12,307.98,2281.01,-3.79,-43.41,-438.27,-14.89,22.43
1ML0,46,-48.47,4806.33,473.26,-614.36,-1428.22,594.09,2043.15,-3.35,-114.14,-421.42,-6.8,25.23
1ML0,48,-55.66,1050.74,449.94,-596.48,-1619.24,594.34,2182.32,-4.78,-73.35,-427.54,-7.32,22.26
1ML0,42,-60.66,1154.92,611.97,-713.19,-2629.58,658.09,3738.83,-4.33,-79.6,-414.87,1.4,15.77
1ML0,40,-54.09,3179.4,522.66,-444.75,-2850.74,441.26,2850.16,-2.27,-73.19,-402.12,-8.16,8.43
1ML0,21,-58.79,296.6,609.97,-692.03,-1818.37,725.99,2806.63,-3.85,-77.84,-404.91,-1.92,24.22
1ML0,38,-49.55,2474.08,552.36,-451.77,-1834.6,430.79,2499.33,-3.67,-57.22,-423.63,-4.22,23.65
1ML0,35,-49.81,1221.04,586.65,-515.69,-1799.56,495.95,2517.68,-4.36,-66.68,-423.68,-4.26,22.34
1ML0,62,-61.76,2409,701.26,-862.82,-2417.65,860.3,3563.35,-6.33,-102.16,-401.3,-7.31,21.81
1ML0,119,-105.97,8197.17,840.81,-1223.28,-3042.94,1215.38,3382.85,-4.31,-188.67,-407.26,-1.15,9.31
1ML0,45,-61.96,1489.34,542.66,-626.56,-2529.29,613.52,2160.02,-7.55,-87.08,-397.73,12.07,14.72
1ML0,63,-71.51,5193.65,681.26,-746.94,-2991.92,719.72,2883.56,-2.75,-117.73,-388.09,-0.01,10.49
1ML0,20,-48.69,1042.23,580.25,-556.98,-2854.19,557.08,2720.16,-2.45,-66.2,-400.91,5.06,5.91
1ML0,35,-49.4,1835.81,610.32,-485.85,-2232.98,473.08,2472.5,-4.18,-59.43,-415.52,-4.73,13.45
1ML0,35,-50.35,1747.44,526.34,-499.8,-1848.18,507.58,2524.27,-4.68,-61.93,-422.93,-12.14,20.74
1MLC,41,-85.34,1169.28,666.03,-1139.48,-27666.88,1108.9,1931.47,-5.9,-118.66,-281.47,-3.86,1.14
1MLC,22,-70.21,516.4,628.22,-834.57,-24793.82,771.25,1894.38,-5.55,-89.4,-281.23,0.01,1.16
1MLC,44,-89.46,1156.96,670.4,-1149.27,-24714.46,1130.58,1911.09,-9,-124.47,-281.37,-6.02,1.32
1MLC,34,-75.38,1677.53,636.35,-959.45,-23112.56,889.08,1872.67,-3.45,-100.63,-280.81,-3.86,1.3
1MLC,30,-69.16,765.97,663.43,-914.56,-25681.83,901.69,1863.96,-3.18,-94.99,-281.58,-2.86,1.43
1MLC,33,-88.06,1315.18,665.25,-1102.16,-25764.1,1090.91,1921.41,-7.87,-117.99,-280.85,-3.24,1.13
1MLC,46,-88.17,1582,663.17,-1126.36,-23678.71,1098.43,1925.59,-9.61,-123.86,-282.42,-3.36,1.4
1MLC,44,-84.8,1525.22,668.35,-1042.02,-26648.45,1035.73,1914.32,-8.53,-118.77,-280.84,-4.56,1.21
1MLC,56,-75.56,1779.65,638.09,-1000.87,-21951.41,951.06,1842.44,-5.53,-108.52,-280.53,-5.34,1.59
1MLC,61,-89.48,2037,674.44,-1116.86,-25685.08,1110.33,1903.98,-7.51,-129.47,-281.72,-6.66,1.39
1MLC,44,-86.09,1203.53,655.94,-1183.14,-26538.06,1157.64,1945.45,-10.09,-123.44,-281.56,-2.4,1.03
1MLC,31,-67.08,1020.82,642.3,-791.36,-21369.72,783.91,1835.78,-3.21,-89.64,-280.59,-2.54,1.92
1MLC,89,-99.95,3760.53,698.62,-1428.58,-25200.56,1422.88,1944.93,-11.15,-162.96,-281.9,-5.85,1.57
1MLC,31,-63.12,1114.39,640.16,-867.68,-21352.4,830.66,1849.27,-4.86,-84.84,-280.26,1.89,1.75
1MLC,28,-62.12,995.42,631.44,-704.37,-20288.96,695.88,1827.84,-4.05,-83.5,-280.43,-2.13,2.14
1MLC,28,-67.45,897.83,627.35,-785.61,-25372.99,768.05,1910.29,-4.33,-84.45,-281.18,0.79,1.3
1MLC,47,-74.33,1897.45,649.76,-940.68,-23937.91,941.77,1864.88,-2.48,-102.81,-280.65,-5.04,1.38
1MLC,34,-67.74,742.12,624.74,-844.02,-26332.02,814.89,1897.62,-6.45,-90.5,-281.57,-1.91,1.02
1MLC,36,-66.66,1729.11,619.19,-920.49,-31025.02,854.78,1918.04,-4.84,-98.68,-282.82,0.89,1.96
1MLC,39,-74.31,1652.6,645.75,-981.43,-23323.17,934.84,1890.9,-7.18,-101.25,-280.43,0.04,1.28
1MLC,26,-59.38,896.57,615.05,-686.44,-25891.19,675.07,1900.33,-2.55,-76.7,-281.52,-0.11,1.4
1MLC,67,-85.44,2093.69,662.79,-1191.9,-25532.84,1190.51,1920.33,-7.77,-128.1,-281.88,-4.47,1.38
1MLC,57,-87.47,2625.37,651.7,-1250.8,-25756.81,1198.11,1942.55,-9.74,-128.5,-280.7,1.29,1.26
1MLC,38,-78.64,1613.63,636.97,-1108.24,-27448.61,1083.82,1934.55,-9.5,-117.88,-282.03,-0.86,1.18
1MLC,58,-83.67,2053.46,654.21,-1116.88,-22596.99,1103.93,1919.75,-8.31,-124.42,-282.27,-0.75,1.59
1MLC,31,-65.96,670.3,617.21,-765.37,-25458.12,727.85,1897.37,-5.77,-86.18,-281.45,-0.76,1.28
1MLC,48,-82.62,2616.65,664.78,-1061.22,-28714.42,1039.36,1923.67,-2.99,-124.62,-280.86,-5.92,1.4
1MLC,27,-66.23,1687.34,628.9,-769.28,-21650.57,780.91,1853.5,-2.36,-92.47,-281.94,-1.11,1.99
1MLC,30,-56.99,1148.85,636.25,-698.42,-26094.72,682.54,1822.92,-1.22,-77.26,-280.48,-2.94,1.44
1MLC,60,-83.08,1174.39,668.21,-1195.52,-27357.25,1169.89,1942.4,-7.71,-120.95,-280.87,-0.04,0.85
1MLC,31,-54.02,1211.07,596.44,-697.51,-22164.38,629.55,1856.45,-2.4,-71.46,-281.01,3.93,2.17
1MLC,37,-72.58,2331.35,653.73,-941.25,-21667.43,951.29,1866.1,-7.93,-106.63,-281.3,-1.98,2.25
1MLC,66,-87.89,2534.45,668.97,-1212.32,-26721.6,1174.87,1903.32,-5.21,-130.02,-281.75,-6.5,1.46
1MLC,51,-85.51,3600.55,648.01,-1267.3,-23756.42,1216.66,1929.84,-7.88,-138.08,-281.52,1.6,1.43
1MLC,78,-86.8,3169.26,658.16,-1130.54,-22484.39,1087.68,1890.09,-10.3,-131.38,-282.36,-5.56,1.74
1MLC,41,-57.5,2098.38,601.24,-759.96,-24325.52,716.55,1908.95,-1.61,-104.12,-280.65,1.02,1.61
1MLC,43,-63.91,1711.37,619.91,-893.67,-22144.7,880.72,1869.86,-7.09,-93.9,-280.68,1.06,1.19
1MLC,42,-57.54,1022.95,620.35,-660.96,-27347.36,614.91,1896.25,-3.08,-79.03,-282.19,-1.38,1.36
1MLC,54,-77.26,2261.21,651.3,-1155.61,-23460.52,1116.13,1903.83,-8.2,-114.13,-280.17,1.63,1.61
1MLC,39,-56.81,2071.66,625.88,-682.95,-21300.56,630.95,1776.14,-3.26,-82.3,-278.51,-1.9,2.29
1MLC,46,-70.67,2106.32,618.55,-1031.32,-25172.81,961.55,1923.9,-2.93,-108,-281.07,1.53,0.92
1MLC,39,-73.73,1859.67,646.61,-900.52,-24134.97,904.89,1877.86,-5.79,-97.44,-280.49,-2.48,1.2
1MLC,35,-59.92,835.2,621.27,-832.79,-31432.98,789.37,1913.36,-5.63,-86.35,-282.82,2.4,1.88
1MLC,42,-61.09,1649.8,619.1,-722.21,-20527.43,713.42,1845.8,-3.9,-87.05,-281.3,-0.4,2.28
1MLC,45,-77.66,2521.76,658.48,-1011.15,-22919.94,1001.12,1879.47,-5.42,-113.3,-282.19,-2.99,2.05
1MLC,24,-52.35,1012.47,607.19,-520.87,-19448.75,519.6,1808.96,-2.94,-69.45,-280.57,0.77,2.24
1MLC,33,-59.36,1574.87,612.04,-739.39,-22324.06,700.87,1835.86,-4.19,-79.83,-282.48,-0.63,1.9
1MLC,39,-63.04,2311.35,626.06,-781.65,-21047.97,744.25,1784.75,-4.08,-91.58,-279.42,-4.27,2.01
1MLC,38,-53.75,1573.2,590.53,-759.91,-26983.71,701.66,1872.24,-3.53,-85.42,-283.16,2.14,1.8
1MLC,26,-45.45,494.54,622.69,-594.01,-23894.49,595.92,1759.75,-2.27,-63.35,-280.7,-4.43,1.85
1MLC,46,-68.84,2362.02,615.62,-1049.37,-22201.51,993.3,1882.22,-3.38,-102.01,-279.16,3.18,2.09
1MLC,45,-73.13,2983.27,643.43,-1023.05,-23135.83,982.42,1884.45,-7.22,-115.83,-283.27,-0.75,2.19
1MLC,48,-78.85,1766.59,633.68,-1022.69,-28502.8,1018.49,1931.37,-8.21,-112.44,-282.46,-1.81,1.34
1MLC,22,-51.83,773.18,629.34,-601.08,-26995.99,600.99,1850.87,-2.65,-68.26,-280.88,-1.09,1.28
1MLC,13,-42.46,93.02,592.85,-482.84,-18923.47,455.4,1787.97,-1.69,-55.98,-280.11,3.55,2.45
1MLC,41,-75.84,1840.45,642.56,-1024.16,-23637.21,985.48,1906.8,-6.09,-107.07,-280.29,-0.47,0.96
1MLC,43,-74.92,1770.13,639.18,-1042.87,-22453.37,1005.5,1891.08,-5.5,-107.5,-280.83,1.89,1.5
1MLC,32,-68.08,1077.55,624.32,-874.02,-25993.59,852.38,1918.53,-3.3,-93.75,-281.09,0.09,0.83
1MLC,13,-42.81,188.41,601.64,-459,-29128.22,442.88,1859.9,-1.5,-55.46,-282.73,1.73,1.43
1MLC,29,-52.43,885.48,609.45,-691.32,-20714.88,684.99,1806.08,-4.54,-74.39,-282.03,0.95,1.84
1MLC,44,-63.76,1618.17,614.36,-744.09,-21355.95,727.38,1814.11,-2.78,-87.59,-281.61,-2.79,1.96
1MLC,41,-66.68,1856.74,611.65,-873.49,-26297.37,840.54,1935.8,-0.99,-96.65,-281.32,0.02,1.07
1MLC,51,-72.49,2699.02,630.74,-1076.12,-21516.39,1032.47,1890.66,-5.41,-115.98,-281.78,3.2,1.79
1MLC,25,-48.43,459.55,600.85,-671.93,-24474.43,651.67,1821.1,-5.88,-70.53,-282.44,1.82,1.96
1MLC,27,-53.56,1185.85,614.44,-571.71,-20248.45,572.61,1783.54,-2.43,-72.04,-278.37,-1.66,2.45
1MLC,68,-85.29,4399.46,646.65,-1225.96,-22320.03,1171.81,1943.92,-7.21,-133.18,-279.53,-0.19,1.73
1MLC,31,-56.45,1459.27,609.79,-713.23,-32408.85,697.83,1919.21,-3.82,-78.95,-283.19,2.07,2.11
1MLC,26,-49.14,746.97,603.23,-531.57,-27164.01,512.14,1913.96,-1.32,-63.27,-283.99,-1.19,1.79
1MLC,45,-63.94,1545.01,613.58,-940.18,-30324.5,897.39,1907.73,-8.04,-98.56,-282.55,2.98,1.76
1MLC,60,-71.29,2181.53,657.7,-947.58,-23459.91,946.68,1833.22,-3.06,-106.76,-280.35,-5.96,1.77
1MLC,53,-75.69,3649.51,650.5,-1098.16,-25041.72,1023.47,1934.24,-3.58,-155.87,-278.12,0.15,1.66
1MLC,31,-63.22,1291.74,634.03,-775.66,-21686.07,783.16,1852.94,-4.12,-87.71,-281.91,1.76,1.81
1MLC,33,-56.99,2311.15,598.47,-758.91,-22102,699.31,1871.13,-2.09,-83.03,-280.71,2.02,1.64
1MLC,22,-50.29,404.61,615.46,-588.13,-19587.59,567.33,1803.08,-3.64,-64.51,-280.87,2.59,2.19
1MLC,35,-63.22,2489.4,619.76,-832.58,-26560.61,796.94,1945.81,-0.67,-94.91,-280.2,0.63,1.48
1MLC,20,-41.97,256.25,585.26,-552.2,-19781.85,532.27,1789.46,-1.02,-58.26,-280.89,4.49,2.2
1MLC,42,-63.87,2348.35,618.05,-821.29,-32191.57,803.93,1919.38,-4.65,-96.48,-282.8,-0.36,2.2
1MLC,39,-71.35,1523.95,631.1,-934.63,-28824.31,915.97,1941.11,-4.96,-102.04,-281.99,-0.49,1.22
1MLC,31,-52.08,1903.1,584.88,-726.1,-24361.54,681.17,1852.38,-4.69,-82.72,-282.95,2.5,1.59
1MLC,21,-48.8,1172.07,609.94,-538.02,-19905.92,507.41,1740.62,-2.14,-63.89,-278.06,-2.35,2.35
1MLC,37,-54.05,1586.08,610.39,-708.95,-24643.46,662.1,1910.67,-2.33,-82.14,-280.73,0.76,2.09
1MLC,21,-54.64,1179.19,610.33,-753.16,-26060.73,702.44,1870.72,-2.51,-77.81,-279.99,3.42,1.43
1MLC,32,-55.7,1142.1,604.48,-753.38,-28465.3,734.2,1902.76,-4.37,-80.55,-281.91,3.12,1.47
1MLC,43,-67.03,3067.41,634.22,-1014.51,-20519.5,961.87,1856.31,-7.62,-117.77,-280.92,2.22,1.99
1MLC,51,-70.07,1523.56,675.26,-904.2,-26854.85,930,1846.94,-4.68,-100.59,-280.82,-5.44,1.59
1MLC,24,-47.41,432.52,601.93,-671.44,-22129.96,669.88,1800.22,-6.15,-68.56,-282.12,2.1,2.12
1MLC,35,-61.72,1240.15,616.56,-882.86,-20554.35,845.6,1845.8,-2.1,-86.27,-280.58,3.56,2
1MLC,36,-65.22,1482.35,644.5,-787.64,-22794.17,809.66,1852.36,-2.85,-90.36,-281.38,0.18,1.59
