vdw,vdw_attr,vdw_rep,elec,elec_sr_attr,elec_lr_attr,elec_sr_rep,elec_lr_rep,hbp_ss,solv,sasa,acp,vdwf,hit(2.5A),near_hit(4.0A),RMSD,,Rank,Number of hits,,53.074,151.294,0.15,1.373,13.235,-0.097,15.93,-0.734,0,0,27.635,79.063
51,-65.9189,4513.98,1198.02,-465.673,-99.2096,573.932,88.6176,-3.43493,-1100.53,-136.718,-3.2711,1.43E+10,N,N,9.34006,-6057.073888,6289,136,-6057.073888,2706.774,-9973.134057,677.097,1644.88146,-6163.182155,9.6233312,9142.73676,-65.0453184,0,0,-3778.20193,-258.6229793
34,-51.8735,1723.02,1001.38,-364.738,-59.5448,433.971,75.478,-3.44419,-1001.87,-119.247,-4.90138,16039.8,N,N,9.67383,-6056.968627,6290,136,-6056.968627,1804.516,-7848.149309,258.453,1374.89474,-4827.30743,5.7758456,6913.15803,-55.400852,0,0,-3295.390845,-387.5178069
52,-45.5937,4230.09,733.899,-210.129,-53.9481,218.153,39.7789,-1.80786,-938.861,-139.702,-4.68219,2.11E+06,N,N,7.57365,-6056.745951,6291,136,-6056.745951,2759.848,-6898.053248,634.5135,1007.643327,-2781.057315,5.2329657,3475.17729,-29.1977126,0,0,-3860.66477,-370.187988
49,-42.9765,4602.35,804.003,-209.877,-77.2092,256.118,56.9433,-0.536569,-1079.24,-147.231,-14.5251,6.47E+07,N,N,7.97784,-6056.408083,6292,136,-6056.408083,2600.626,-6502.086591,690.3525,1103.896119,-2777.722095,7.4892924,4079.95974,-41.7963822,0,0,-4068.728685,-1148.397981
50,-58.6502,4068.06,966.105,-432.373,-44.7195,513.836,44.4432,-3.52065,-1044.48,-139.06,-4.61262,417075,N,N,5.54734,-6055.995561,6293,136,-6055.995561,2653.7,-8873.423359,610.209,1326.462165,-5722.456655,4.3377915,8185.40748,-32.6213088,0,0,-3842.9231,-364.6875751
33,-33.037,602.61,710.044,-101.845,-74.0169,127.58,46.3718,-1.67387,-974.361,-146.408,-6.14557,1094.99,N,N,9.65287,-6055.874684,6294,136,-6055.874684,1751.442,-4998.299878,90.3915,974.890412,-1347.918575,7.1796393,2032.3494,-34.0369012,0,0,-4045.98508,-485.8872009
40,-39.83,2100.69,812,-149.437,-38.249,186.921,45.5731,-0.394538,-937.586,-143.595,-7.39314,102333,N,N,8.8803,-6055.75984,6295,136,-6055.75984,2122.96,-6026.04002,315.1035,1114.876,-1977.798695,3.710153,2977.65153,-33.4506554,0,0,-3968.247825,-584.5238278
74,-61.7195,3589.18,744.261,-450.282,-25.0035,499.78,38.7263,-3.80733,-735.448,-123.685,-9.65405,202273,N,N,13.9698,-6055.366445,6296,136,-6055.366445,3927.476,-9337.790033,538.377,1021.870353,-5959.48227,2.4253395,7961.4954,-28.4251042,0,0,-3418.034975,-763.2781552
51,-51.9177,2739.36,916.335,-324.061,-36.005,445.916,23.7946,-4.3227,-968.882,-158.53,-12.5937,110579,N,N,4.55742,-6055.181008,6297,136,-6055.181008,2706.774,-7854.836504,410.904,1258.127955,-4288.947335,3.492485,7103.44188,-17.4652364,0,0,-4380.97655,-995.6957031
51,-55.2334,3472.12,1070,-342.866,-59.3919,430.382,73.8429,-2.23383,-1048.78,-137.551,-10.9236,1.28E+07,N,N,9.21378,-6054.940416,6298,136,-6054.940416,2706.774,-8356.48202,520.818,1469.11,-4537.83151,5.7610143,6855.98526,-54.2006886,0,0,-3801.221885,-863.6525868
41,-48.0203,2440.18,995.181,-275.377,-67.1338,356.308,50.1902,-0.894685,-994.812,-142.667,-9.56438,1.15E+06,N,N,7.98753,-6054.485659,6299,136,-6054.485659,2176.034,-7265.183268,366.027,1366.383513,-3644.614595,6.5119786,5675.98644,-36.8396068,0,0,-3942.602545,-756.1885759
52,-48.5248,3057.53,752.358,-250.451,-35.2356,293.825,42.0517,-0.601108,-867.692,-137.612,-6.32057,972819,N,N,9.85881,-6054.211733,6300,136,-6054.211733,2759.848,-7341.511091,458.6295,1032.987534,-3314.718985,3.4178532,4680.63225,-30.8659478,0,0,-3802.90762,-499.7232259
32,-44.7333,2239.74,840.477,-265.315,-78.5245,340.736,63.1094,-3.17246,-1090.36,-131.413,-9.10914,26259.1,N,N,8.45074,-6053.595128,6301,136,-6053.595128,1698.368,-6767.87989,335.961,1153.974921,-3511.444025,7.6168765,5427.92448,-46.3222996,0,0,-3631.598255,-720.1959358
50,-43.1379,4286.89,769.386,-290.516,-108.96,316.464,47.7388,-1.33563,-1020.56,-132.173,-17.6975,5.86E+06,N,N,6.7866,-6053.402161,6302,136,-6053.402161,2653.7,-6526.505443,643.0335,1056.366978,-3844.97926,10.56912,5041.27152,-35.0402792,0,0,-3652.600855,-1399.217443
34,-47.0823,2690.42,1072.89,-219.413,-106.862,301.265,106.307,-0.784238,-1089.63,-126.745,-11.8416,67172.9,N,N,6.71138,-6053.386351,6303,136,-6053.386351,1804.516,-7123.269496,403.563,1473.07797,-2903.931055,10.365614,4799.15145,-78.029338,0,0,-3502.598075,-936.2324208
36,-44.2494,1982.12,656.673,-201.28,-37.8793,237.732,37.0538,-2.50671,-908.452,-123.762,-1.85976,159848,N,N,9.26016,-6052.669007,6304,136,-6052.669007,1910.664,-6694.668724,297.318,901.612029,-2663.9408,3.6742921,3787.07076,-27.1974892,0,0,-3420.16287,-147.0382049
30,-42.5746,1367.84,864.877,-320.584,-81.6959,383.946,80.4506,-3.88735,-1072.88,-134.247,-8.95976,7009.96,N,N,6.62338,-6052.506459,6305,136,-6052.506459,1592.22,-6441.281532,205.176,1187.476121,-4242.92924,7.9245023,6116.25978,-59.0507404,0,0,-3709.915845,-708.3855049
36,-40.2942,2916.17,903.925,-133.656,-49.651,188.721,39.3458,-3.3508,-1041.28,-148.592,-8.25086,81986.9,N,N,5.16294,-6052.445134,6306,136,-6052.445134,1910.664,-6096.270695,437.4255,1241.089025,-1768.93716,4.816147,3006.32553,-28.8798172,0,0,-4106.33992,-652.3377442
57,-63.4932,5161.44,872.166,-339.399,-94.3567,390.869,75.8924,-3.38523,-841.467,-120.204,2.41224,5.87E+08,N,N,11.3613,-6052.295908,6307,136,-6052.295908,3025.218,-9606.140201,774.216,1197.483918,-4491.945765,9.1525999,6226.54317,-55.7050216,0,0,-3321.83754,190.7189311
17,-34.4553,150.883,818.212,-191.219,-89.0287,223.324,79.8054,-0.512985,-1069.03,-133.545,-2.19743,117.53,N,N,8.66491,-6052.00964,6308,136,-6052.00964,902.258,-5212.880158,22.63245,1123.405076,-2530.783465,8.6357839,3557.55132,-58.5771636,0,0,-3690.516075,-173.7354081
45,-52.0975,2396.52,1007.77,-270.717,-56.6034,331.948,51.6569,-1.67469,-1006.21,-126.595,-6.01248,5.17E+06,N,N,10.0345,-6051.813976,6309,136,-6051.813976,2388.33,-7882.039165,359.478,1383.66821,-3582.939495,5.4905298,5287.93164,-37.9161646,0,0,-3498.452825,-475.3647062
33,-49.4312,2398.02,918.573,-367.065,-145.33,445.608,142.676,-2.83588,-893.733,-111.528,-12.8152,977785,N,N,18.1383,-6051.77969,6310,136,-6051.77969,1751.442,-7478.643973,359.703,1261.200729,-4858.105275,14.09701,7098.53544,-104.724184,0,0,-3082.07628,-1013.208158
27,-38.1681,714.284,830.739,-237.234,-39.6229,277.28,43.6176,-0.577181,-1089.23,-146.802,-1.89462,2483.02,N,N,7.68371,-6051.420373,6311,136,-6051.420373,1432.998,-5774.604521,107.1426,1140.604647,-3139.79199,3.8434213,4417.0704,-32.0153184,0,0,-4056.87327,-149.7943411
27,-42.8156,1754.8,911.922,-204.428,-45.5353,271.278,39.9253,-1.2923,-1093.65,-146.693,-0.744238,70198.7,N,N,5.45216,-6051.19351,6312,136,-6051.19351,1432.998,-6477.743386,263.22,1252.068906,-2705.60458,4.4169241,4321.45854,-29.3051702,0,0,-4053.861055,-58.84168899
48,-47.0556,3013.98,867.906,-268.562,-70.4716,326.503,48.6509,-1.80602,-1021.31,-135.517,-12.5972,81344.7,N,N,4.54675,-6051.030022,6313,136,-6051.030022,2547.552,-7119.229946,452.097,1191.634938,-3554.41807,6.8357452,5201.19279,-35.7097606,0,0,-3745.012295,-995.9724236
57,-51.6465,3366.1,906.118,-236.169,-50.642,297.612,90.8469,-3.16341,-1208.42,-127.807,-13.0653,381335,N,N,9.26622,-6051.007722,6314,136,-6051.007722,3025.218,-7813.805571,504.915,1244.100014,-3125.696715,4.912274,4740.95916,-66.6816246,0,0,-3531.946445,-1032.981814
44,-55.332,1694.6,905.683,-531.804,-161.362,623.856,186.992,-2.98199,-809.394,-116.042,-13.7023,24036.6,N,N,17.4635,-6050.616338,6315,136,-6050.616338,2335.256,-8371.399608,254.19,1243.502759,-7038.42594,15.652114,9938.02608,-137.252128,0,0,-3206.82067,-1083.344945
38,-46.5187,3216.03,941.773,-292.301,-83.9748,336.156,64.3026,-1.83843,-1122.37,-136.501,-6.06986,5.87E+07,N,N,7.8075,-6050.527053,6316,136,-6050.527053,2016.812,-7038.000198,482.4045,1293.054329,-3868.603735,8.1455556,5354.96508,-47.1981084,0,0,-3772.205135,-479.9013412
49,-46.5288,2443.97,715.685,-312.211,-165.03,374.266,114.475,-1.76005,-906.459,-133.671,-13.0122,217805,N,N,5.87252,-6050.524861,6317,136,-6050.524861,2600.626,-7039.528267,366.5955,982.635505,-4132.112585,16.00791,5962.05738,-84.02465,0,0,-3693.998085,-1028.783569
51,-61.7197,2966.02,974.437,-560.911,-30.9311,666.247,38.2724,-6.67129,-1054.47,-121.418,-12.7905,1.98E+06,N,N,8.75071,-6050.317022,6318,136,-6050.317022,2706.774,-9337.820292,444.903,1337.902001,-7423.657085,3.0003167,10613.31471,-28.0919416,0,0,-3355.38643,-1011.255302
36,-48.7327,1579.84,983.645,-368.515,-81.8676,450.274,62.8586,-4.15774,-1065.67,-137.733,-7.92333,3470.55,N,N,7.49056,-6050.102484,6319,136,-6050.102484,1910.664,-7372.965114,236.976,1350.544585,-4877.296025,7.9411572,7172.86482,-46.1382124,0,0,-3806.251455,-626.4422398
23,-39.1512,935.603,776.715,-252.528,-44.7029,314.453,40.0613,-3.10806,-1122.49,-129.395,-7.845,1865.97,N,N,7.96945,-6049.990171,6320,136,-6049.990171,1220.702,-5923.341653,140.34045,1066.429695,-3342.20808,4.3361813,5009.23629,-29.4049942,0,0,-3575.830825,-620.249235
22,-45.2832,951.034,897.805,-347.706,-25.6524,429.885,34.4966,-2.86332,-1074.41,-130.126,-4.66733,4300.71,N,N,7.9913,-6049.805299,6321,136,-6049.805299,1167.628,-6851.076461,142.6551,1232.686265,-4601.88891,2.4882828,6848.06805,-25.3205044,0,0,-3596.03201,-369.0131118
37,-54.4504,1582.88,998.514,-312.774,-147.862,373.79,218.336,-2.31775,-983.244,-117.847,2.57857,452915,N,N,14.634,-6049.726661,6322,136,-6049.726661,1963.738,-8238.018818,237.432,1370.959722,-4139.56389,14.342614,5954.4747,-160.258624,0,0,-3256.701845,203.8694799
70,-78.5924,3356.12,1432.06,-525.434,-116.337,692.411,112.345,-5.16511,-1220.92,-123.135,-11.9636,32287,N,N,6.47664,-6049.644318,6323,136,-6049.644318,3715.18,-11890.55857,503.418,1966.21838,-6954.11899,11.284689,11030.10723,-82.46123,0,0,-3402.835725,-945.8781068
27,-61.3322,2027.95,1238.79,-443.875,-85.337,556.375,71.335,-5.92964,-1176.25,-110.48,-1.25995,23529.2,N,N,8.07668,-6049.589,6324,136,-6049.589,1432.998,-9279.193867,304.1925,1700.85867,-5874.685625,8.277689,8863.05375,-52.35989,0,0,-3053.1148,-99.61542685
56,-75.006,3113.37,1268.41,-588.361,-78.0516,717.877,66.9377,-4.12146,-1261.31,-121.313,-1.73176,557963,N,N,8.23472,-6049.422721,6325,136,-6049.422721,2972.144,-11347.95776,467.0055,1741.52693,-7786.957835,7.5710052,11435.78061,-49.1322718,0,0,-3352.484755,-136.9181409
37,-44.8889,2141.2,886.356,-192.613,-70.0752,223.074,65.1087,0,-1128.26,-134.773,0.0168095,1.87E+07,N,N,9.60263,-6049.316021,6326,136,-6049.316021,1963.738,-6791.421237,321.18,1216.966788,-2549.233055,6.7972944,3553.56882,-47.7897858,0,0,-3724.451855,1.329009499
59,-60.7796,4811.54,902.711,-452.111,-52.1931,555.541,69.1643,-3.43787,-958.929,-142.144,-10.5997,1.86E+07,N,N,7.71497,-6048.887941,6327,136,-6048.887941,3131.366,-9195.588802,721.731,1239.422203,-5983.689085,5.0627307,8849.76813,-50.7665962,0,0,-3928.14944,-838.0440811
36,-46.1576,1837.83,893.992,-329.256,-79.6749,400.95,82.7214,-2.68622,-1038.63,-139.507,-7.58686,17602.8,N,N,6.74931,-6048.252978,6328,136,-6048.252978,1910.664,-6983.367934,275.6745,1227.451016,-4357.70316,7.7284653,6387.1335,-60.7175076,0,0,-3855.275945,-599.8399122
60,-54.4783,4064.57,747.762,-283.951,-76.9451,309.045,69.2957,-4.41985,-766.296,-124.98,-3.72548,1.63E+09,N,N,7.73032,-6048.211124,6329,136,-6048.211124,3184.44,-8242.23992,609.6855,1026.677226,-3758.091485,7.4636747,4923.08685,-50.8630438,0,0,-3453.8223,-294.5476252
49,-54.363,3030.17,1048.91,-267.011,-36.2639,346.126,52.184,-0.736544,-1289.2,-131.083,-8.10695,129991,N,N,9.02713,-6047.818148,6330,136,-6047.818148,2600.626,-8224.795722,454.5255,1440.15343,-3533.890585,3.5175983,5513.78718,-38.303056,0,0,-3622.478705,-640.9597879
81,-68.2027,3012.05,707.935,-367.561,-57.3609,435.303,91.1768,-5.12019,-769.699,-121.54,-1.27533,27898.3,N,N,10.3771,-6047.105163,6331,136,-6047.105163,4298.994,-10318.65929,451.8075,971.994755,-4864.669835,5.5640073,6934.37679,-66.9237712,0,0,-3358.7579,-100.8314158
41,-48.0265,2854.4,796.723,-355.12,-60.4317,412.224,50.6616,-0.978229,-792.878,-114.261,-14.6276,4.17E+07,N,N,19.2841,-6046.739905,6332,136,-6046.739905,2176.034,-7266.121291,428.16,1093.900679,-4700.0132,5.8618749,6566.72832,-37.1856144,0,0,-3157.602735,-1156.501939
17,-39.3583,418.49,772.529,-223.132,-62.2675,264.396,81.4161,-1.61715,-988.128,-114.863,-1.87771,421.021,N,N,8.65474,-6046.700424,6333,136,-6046.700424,902.258,-5954.67464,62.7735,1060.682317,-2953.15202,6.0399475,4211.82828,-59.7594174,0,0,-3174.239005,-148.4573857
41,-49.0511,2195.04,874.087,-267.467,-86.0836,342.016,68.3155,-1.07859,-1047.26,-140.656,-3.92424,20620.7,N,N,8.79889,-6046.420752,6334,136,-6046.420752,2176.034,-7421.137123,329.256,1200.121451,-3539.925745,8.3501092,5448.31488,-50.143577,0,0,-3887.02856,-310.2621871
50,-45.739,3282.64,691.94,-234.883,-131.513,280.308,79.9797,-1.44667,-875.998,-124.447,-13.8325,69472.7,N,N,5.71086,-6045.956842,6335,136,-6045.956842,2653.7,-6920.036266,492.396,950.03362,-3108.676505,12.756761,4465.30644,-58.7050998,0,0,-3439.092845,-1093.638948
50,-66.5499,3691.05,1109.48,-494.653,-119.8,591.519,89.3593,-5.16455,-1049.33,-119.573,-2.85457,2.72E+06,N,N,8.94663,-6045.821665,6336,136,-6045.821665,2653.7,-10068.60057,553.6575,1523.31604,-6546.732455,11.6206,9422.89767,-65.5897262,0,0,-3304.399855,-225.6908679
58,-59.1284,4194.26,775.567,-447.252,-91.6448,496.914,126.393,-3.23912,-842.952,-120.248,-5.83781,2.71E+06,N,N,20.1646,-6045.519027,6337,136,-6045.519027,3078.292,-8945.77215,629.139,1064.853491,-5919.38022,8.8895456,7915.84002,-92.772462,0,0,-3323.05348,-461.554772
36,-40.0434,1445.98,748.663,-156.385,-115.437,204.155,78.685,-0.52689,-938.041,-135.361,-6.80095,204446,N,N,9.05547,-6045.379331,6338,136,-6045.379331,1910.664,-6058.32616,216.897,1027.914299,-2069.755475,11.197389,3252.18915,-57.75479,0,0,-3740.701235,-537.7035099
57,-66.2395,4958.08,916.718,-625.583,-100.242,721.209,110.045,-2.70669,-870.49,-112.203,-13.7699,4.43E+06,N,N,19.503,-6045.255799,6339,136,-6045.255799,3025.218,-10021.63891,743.712,1258.653814,-8279.591005,9.723474,11488.85937,-80.77303,0,0,-3100.729905,-1088.689604
57,-61.1112,5059.04,886.694,-449.027,-192.56,527.883,194.865,-4.85634,-986.566,-114.537,-12.3595,7.49E+06,N,N,6.72322,-6044.710919,6340,136,-6044.710919,3025.218,-9245.757893,758.856,1217.430862,-5942.872345,18.67832,8409.17619,-143.03091,0,0,-3165.229995,-977.1791485
35,-39.8477,4346.41,754.103,-323.049,-107.298,351.661,69.4228,0,-1056.07,-133.432,-14.663,2.12E+07,N,Y,2.6793,-6044.619308,6341,136,-6044.619308,1857.59,-6028.717924,651.9615,1035.383419,-4275.553515,10.407906,5601.95973,-50.9563352,0,0,-3687.39332,-1159.300769
44,-50.1085,2878.28,899.741,-204.117,-79.1486,274.804,65.2459,-0.982348,-920.686,-129.775,-6.51681,2.03E+13,N,N,8.48713,-6044.417531,6342,136,-6044.417531,2335.256,-7581.115399,431.742,1235.344393,-2701.488495,7.6774142,4377.62772,-47.8904906,0,0,-3586.332125,-515.238549
29,-57.6314,2830.31,1325.93,-287.516,-100.74,394.494,83.6508,-2.09842,-1097.93,-124.206,-1.31857,9.78E+07,N,N,5.73456,-6044.386299,6343,136,-6044.386299,1539.146,-8719.285032,424.5465,1820.50189,-3805.27426,9.77178,6284.28942,-61.3996872,0,0,-3432.43281,-104.2500999
55,-52.551,4424.48,1000.22,-271.593,-59.3594,330.295,58.6693,0,-1035.42,-138.763,-10.6853,1.80E+07,N,N,8.34299,-6044.373722,6344,136,-6044.373722,2919.07,-7950.650994,663.672,1373.30206,-3594.533355,5.7578618,5261.59935,-43.0632662,0,0,-3834.715505,-844.8118739
56,-55.9061,3174.38,729.979,-498.101,-53.6695,537.664,99.4555,-4.3052,-816.164,-126.395,-5.672,1.06E+06,N,N,19.3515,-6044.240098,6345,136,-6044.240098,2972.144,-8458.257493,476.157,1002.261167,-6592.366735,5.2059415,8564.98752,-73.000337,0,0,-3492.925825,-448.445336
46,-49.1788,3034.69,695.018,-278.11,-62.7499,307.539,57.5568,-1.87448,-847.687,-124.257,-2.56662,2.51E+06,N,N,11.686,-6044.206556,6346,136,-6044.206556,2441.404,-7440.457367,455.2035,954.259714,-3680.78585,6.0867403,4899.09627,-42.2466912,0,0,-3433.842195,-202.9246771
49,-54.9885,4209.47,793.745,-394.627,-62.8831,430.834,71.1621,-2.33677,-835.851,-116.991,-5.15538,2.57E+08,N,N,8.13246,-6044.053874,6347,136,-6044.053874,2600.626,-8319.430119,631.4205,1089.811885,-5222.888345,6.0996607,6863.18562,-52.2329814,0,0,-3233.046285,-407.5998089
54,-51.8471,2849.42,683.6,-352.359,-141.577,405.303,200.81,-5.56469,-775.231,-120.15,-9.7491,371163,N,N,16.1055,-6043.957837,6348,136,-6043.957837,2865.996,-7844.155147,427.413,938.5828,-4663.471365,13.732969,6456.47679,-147.39454,0,0,-3320.34525,-770.7930933
58,-45.2603,4815.34,625.471,-310.933,-67.1518,331.675,76.2802,-3.95803,-827.196,-124.025,-19.5678,1.96E+06,N,N,15.5864,-6043.858439,6349,136,-6043.858439,3078.292,-6847.611828,722.301,858.771683,-4115.198255,6.5137246,5283.58275,-55.9896668,0,0,-3427.430875,-1547.088971
48,-61.2465,3175.37,1012.22,-535.345,-64.3734,627.665,86.949,-5.63712,-912.321,-113.88,-11.3829,163299,N,N,18.8805,-6043.796405,6350,136,-6043.796405,2547.552,-9266.227971,476.3055,1389.77806,-7085.291075,6.2442198,9998.70345,-63.820566,0,0,-3147.0738,-899.9662227
67,-55.0482,4584.87,716.352,-393.927,-27.9243,445.815,56.9006,-2.9602,-770.735,-128.381,-15.7279,4.72E+09,N,N,10.2631,-6043.373746,6351,136,-6043.373746,3555.958,-8328.462371,687.7305,983.551296,-5213.623845,2.7086571,7101.83295,-41.7650404,0,0,-3547.808935,-1243.494958
47,-50.016,4562.47,811.986,-259.332,-86.211,297.014,50.09,-1.47894,-990.686,-129.711,-5.76876,9.34E+06,N,N,7.61507,-6043.303976,6352,136,-6043.303976,2494.478,-7567.120704,684.3705,1114.856778,-3432.25902,8.362467,4731.43302,-36.76606,0,0,-3584.563485,-456.0954719
23,-48.6352,829.939,1087.94,-403.323,-51.1908,460.269,61.1175,-1.88937,-1094.56,-126.264,0.141,15365.8,N,N,7.65497,-6043.226708,6353,136,-6043.226708,1220.702,-7358.213949,124.49085,1493.74162,-5337.979905,4.9655076,7332.08517,-44.860245,0,0,-3489.30564,11.147883
42,-45.336,3557.38,938.197,-263.576,-69.1529,295.208,49.6638,-1.14056,-1062.94,-136.836,-8.0669,297505,N,N,7.60584,-6042.971796,6354,136,-6042.971796,2229.108,-6859.064784,533.607,1288.144481,-3488.42836,6.7078313,4702.66344,-36.4532292,0,0,-3781.46286,-637.7933147
44,-49.2791,2988.53,987.415,-211.424,-53.668,278.458,70.4537,-1.48913,-986.882,-133.308,-8.01252,68442.4,N,N,8.7828,-6042.704229,6355,136,-6042.704229,2335.256,-7455.632155,448.2795,1355.720795,-2798.19664,5.205796,4435.83594,-51.7130158,0,0,-3683.96658,-633.4938688
29,-32.4266,2199.76,697.364,-133.633,-37.7153,178.361,26.3609,-2.95295,-1054.32,-148.239,-11.6829,45467.2,Y,Y,2.18892,-6042.661678,6356,137,-6042.661678,1539.146,-4905.95002,329.964,957.480772,-1768.632755,3.6583841,2841.29073,-19.3489006,0,0,-4096.584765,-923.6851227
23,-41.9785,1230.6,938.539,-251.239,-64.6563,313.919,49.1812,-2.69862,-999.963,-130.774,-5.27767,11859.9,N,N,8.47006,-6042.64288,6357,137,-6042.64288,1220.702,-6351.095179,184.59,1288.614047,-3325.148165,6.2716611,5000.72967,-36.0990008,0,0,-3613.93949,-417.2684232
64,-54.366,3172.26,658.251,-458.732,-34.4049,515.286,59.0915,-5.93476,-695.812,-127.089,-14.9095,1.88E+06,N,N,17.5615,-6042.63822,6358,137,-6042.63822,3396.736,-8225.249604,475.839,903.778623,-6071.31802,3.3372753,8208.50598,-43.373161,0,0,-3512.104515,-1178.789799
45,-54.582,1875.97,848.819,-338.844,-88.5978,413.227,75.7367,-1.39145,-837.458,-121.625,-3.91529,8082.68,N,N,19.0936,-6042.32755,6359,137,-6042.32755,2388.33,-8257.929108,281.3955,1165.428487,-4484.60034,8.5939866,6582.70611,-55.5907378,0,0,-3361.106875,-309.5545733
38,-46.1471,3907.33,715.555,-362.898,-80.3422,405.325,101.361,-1.10407,-966.14,-124.408,-10.0566,7.90E+09,N,N,8.04498,-6042.264439,6360,137,-6042.264439,2016.812,-6981.779347,586.0995,982.457015,-4802.95503,7.7931934,6456.82725,-74.398974,0,0,-3438.01508,-795.1049658
31,-41.355,2237.47,788.43,-186.59,-52.504,244.499,50.5648,-1.7329,-1035.24,-136.371,-5.9891,191948,N,N,8.19973,-6042.134534,6361,137,-6042.134534,1645.294,-6256.76337,335.6205,1082.51439,-2469.51865,5.092888,3894.86907,-37.1145632,0,0,-3768.612585,-473.5162133
45,-52.8003,2447.41,1161.48,-188.664,-115.743,256.632,88.7426,-0.65557,-1038.39,-128.337,-4.98538,329148,N,N,6.06768,-6041.69742,6362,137,-6041.69742,2388.33,-7988.368588,367.1115,1594.71204,-2496.96804,11.227071,4088.14776,-65.1370684,0,0,-3546.592995,-394.1590989
53,-50.8619,3831.68,1026.38,-229.69,-86.1611,280.519,80.073,-1.50351,-1081.81,-133.69,-10.4608,2.08E+07,N,N,7.85591,-6041.487374,6363,137,-6041.487374,2812.922,-7695.100299,574.752,1409.21974,-3039.94715,8.3576267,4468.66767,-58.773582,0,0,-3694.52315,-827.0622304
45,-49.5508,3685.43,982.882,-244.658,-42.6317,303.219,46.5916,-1.17536,-1104.51,-150.926,-2.86514,6.56E+09,N,N,6.12468,-6041.296743,6364,137,-6041.296743,2388.33,-7496.738735,552.8145,1349.496986,-3238.04863,4.1352749,4830.27867,-34.1982344,0,0,-4170.84001,-226.5265638
21,-36.6697,907.215,819.099,-115.58,-120.685,165.743,68.4583,-1.38535,-1084.13,-129.611,-4.53533,68201.1,N,N,7.70975,-6040.980453,6365,137,-6040.980453,1114.554,-5547.905592,136.08225,1124.622927,-1529.7013,11.706445,2640.28599,-50.2483922,0,0,-3581.799985,-358.5767958
54,-56.8871,3828.8,748.744,-474.095,-55.0074,528.743,55.3999,-3.20659,-870.917,-130.198,-5.27819,291260,N,N,18.488,-6040.765805,6366,137,-6040.765805,2865.996,-8606.676907,574.32,1028.025512,-6274.647325,5.3357178,8422.87599,-40.6635266,0,0,-3598.02173,-417.309536
63,-54.7961,3347.97,791.529,-424.707,-37.265,488.955,30.3027,-2.92262,-768.815,-124.403,-17.636,257629,N,N,18.0447,-6040.497781,6367,137,-6040.497781,3343.662,-8290.321153,502.1955,1086.769317,-5620.997145,3.614705,7789.05315,-22.2421818,0,0,-3437.876905,-1394.355068
48,-54.2188,2240.74,947.302,-365.071,-86.7405,435.053,58.6995,-6.59067,-913.464,-130.198,-6.16719,816028,N,N,9.43807,-6040.280754,6368,137,-6040.280754,2547.552,-8202.979127,336.111,1300.645646,-4831.714685,8.4138285,6930.39429,-43.085433,0,0,-3598.02173,-487.596543
21,-36.6604,2406.19,958.78,-109.022,-117.253,153.787,89.1698,-0.948775,-1065.47,-137.36,-5.5969,714726,N,N,7.99358,-6040.218775,6369,137,-6040.218775,1114.554,-5546.498558,360.9285,1316.40494,-1442.90617,11.373541,2449.82691,-65.4506332,0,0,-3795.9436,-442.5077047
41,-54.0375,3095.22,899.958,-197.262,-65.6164,288.449,78.3052,-1.70342,-1061.59,-124.728,-2.86895,4.05E+06,N,N,10.08,-6040.157491,6370,137,-6040.157491,2176.034,-8175.549525,464.283,1235.642334,-2610.76257,6.3647908,4594.99257,-57.4760168,0,0,-3446.85828,-226.8277939
41,-49.3069,2555.65,815.422,-403.711,-18.3708,428.67,22.8516,-3.36405,-1116.52,-117.332,-6.16181,1.07E+06,N,N,7.00197,-6039.916318,6371,137,-6039.916318,2176.034,-7459.838129,383.3475,1119.574406,-5343.115085,1.7819676,6828.7131,-16.7730744,0,0,-3242.46982,-487.171184
60,-62.6341,4475.58,1111.46,-381.679,-70.8699,478.274,54.9734,-4.47424,-998.009,-140.654,-7.49257,1.11E+06,N,N,8.18182,-6039.803138,6372,137,-6039.803138,3184.44,-9476.163525,671.337,1526.03458,-5051.521565,6.8743803,7618.90482,-40.3504756,0,0,-3886.97329,-592.3850619
38,-51.728,3055.79,931.853,-400.802,-80.2863,452.483,70.3456,-2.36685,-1048.32,-124.939,-4.74062,510313,N,N,9.67114,-6039.424446,6373,137,-6039.424446,2016.812,-7826.136032,458.3685,1279.434169,-5304.61447,7.7877711,7208.05419,-51.6336704,0,0,-3452.689265,-374.8076391
47,-42.3822,3367.46,849.821,-244.871,-44.6541,276.773,32.8754,-5.27951,-1037.83,-148.834,-10.4807,1.29E+06,N,N,9.12343,-6039.107399,6374,137,-6039.107399,2494.478,-6412.172567,505.119,1166.804233,-3240.867685,4.3314477,4408.99389,-24.1305436,0,0,-4113.02759,-828.6355841
52,-53.2677,4174.93,836.526,-437.77,-42.0214,489.088,50.1409,-5.84792,-981.234,-130.89,-10.9001,163638,N,N,16.4247,-6038.826917,6375,137,-6038.826917,2759.848,-8059.083404,626.2395,1148.550198,-5793.88595,4.0760758,7791.17184,-36.8034206,0,0,-3617.14515,-861.7946063
